num_pickups,num_passengers,yr,mnth,d,hr
55,100,2016,1,1,0
17,30,2016,1,1,1
13,13,2016,1,1,2
20,39,2016,1,1,3
12,23,2016,1,1,4
16,30,2016,1,1,5
27,63,2016,1,1,6
32,68,2016,1,1,7
126,232,2016,1,1,8
172,339,2016,1,1,9
248,466,2016,1,1,10
280,524,2016,1,1,11
224,431,2016,1,1,12
398,739,2016,1,1,13
563,1083,2016,1,1,14
437,811,2016,1,1,15
485,913,2016,1,1,16
586,1078,2016,1,1,17
493,899,2016,1,1,18
475,883,2016,1,1,19
429,772,2016,1,1,20
431,854,2016,1,1,21
405,745,2016,1,1,22
428,780,2016,1,1,23
128,220,2016,1,2,0
33,53,2016,1,2,1
17,39,2016,1,2,2
4,5,2016,1,2,3
4,10,2016,1,2,4
13,24,2016,1,2,5
21,39,2016,1,2,6
58,114,2016,1,2,7
196,370,2016,1,2,8
406,698,2016,1,2,9
559,984,2016,1,2,10
439,765,2016,1,2,11
383,664,2016,1,2,12
383,717,2016,1,2,13
516,922,2016,1,2,14
456,868,2016,1,2,15
392,725,2016,1,2,16
616,1123,2016,1,2,17
581,1057,2016,1,2,18
483,848,2016,1,2,19
539,1020,2016,1,2,20
450,781,2016,1,2,21
497,918,2016,1,2,22
582,1035,2016,1,2,23
228,427,2016,1,3,0
62,104,2016,1,3,1
9,9,2016,1,3,2
7,14,2016,1,3,3
7,10,2016,1,3,4
15,22,2016,1,3,5
66,118,2016,1,3,6
106,188,2016,1,3,7
182,343,2016,1,3,8
572,1020,2016,1,3,9
613,1084,2016,1,3,10
557,946,2016,1,3,11
402,717,2016,1,3,12
583,1036,2016,1,3,13
616,1096,2016,1,3,14
642,1183,2016,1,3,15
759,1353,2016,1,3,16
859,1492,2016,1,3,17
845,1449,2016,1,3,18
854,1410,2016,1,3,19
764,1351,2016,1,3,20
858,1497,2016,1,3,21
808,1341,2016,1,3,22
927,1551,2016,1,3,23
439,714,2016,1,4,0
10,15,2016,1,4,1
2,2,2016,1,4,2
1,1,2016,1,4,3
15,19,2016,1,4,4
13,18,2016,1,4,5
117,198,2016,1,4,6
206,344,2016,1,4,7
553,898,2016,1,4,8
882,1489,2016,1,4,9
837,1374,2016,1,4,10
588,1058,2016,1,4,11
487,857,2016,1,4,12
536,954,2016,1,4,13
679,1219,2016,1,4,14
633,1153,2016,1,4,15
579,1009,2016,1,4,16
681,1169,2016,1,4,17
485,825,2016,1,4,18
662,1138,2016,1,4,19
604,1044,2016,1,4,20
612,1061,2016,1,4,21
699,1187,2016,1,4,22
704,1200,2016,1,4,23
409,644,2016,1,5,0
97,183,2016,1,5,1
5,10,2016,1,5,2
1,1,2016,1,5,3
5,10,2016,1,5,4
7,11,2016,1,5,5
23,36,2016,1,5,6
166,292,2016,1,5,7
440,798,2016,1,5,8
491,833,2016,1,5,9
582,1004,2016,1,5,10
563,1001,2016,1,5,11
444,742,2016,1,5,12
396,684,2016,1,5,13
632,1104,2016,1,5,14
643,1131,2016,1,5,15
503,873,2016,1,5,16
621,1072,2016,1,5,17
476,839,2016,1,5,18
598,1011,2016,1,5,19
575,1039,2016,1,5,20
577,991,2016,1,5,21
568,973,2016,1,5,22
549,948,2016,1,5,23
232,421,2016,1,6,0
6,7,2016,1,6,1
1,3,2016,1,6,2
1,1,2016,1,6,3
10,18,2016,1,6,4
10,16,2016,1,6,5
25,31,2016,1,6,6
164,315,2016,1,6,7
353,607,2016,1,6,8
510,907,2016,1,6,9
454,824,2016,1,6,10
522,868,2016,1,6,11
504,801,2016,1,6,12
408,762,2016,1,6,13
546,962,2016,1,6,14
546,1046,2016,1,6,15
547,926,2016,1,6,16
575,1025,2016,1,6,17
592,1027,2016,1,6,18
554,986,2016,1,6,19
528,943,2016,1,6,20
621,1035,2016,1,6,21
547,904,2016,1,6,22
380,638,2016,1,6,23
146,230,2016,1,7,0
6,19,2016,1,7,1
1,1,2016,1,7,2
3,3,2016,1,7,3
6,8,2016,1,7,4
9,20,2016,1,7,5
14,16,2016,1,7,6
155,261,2016,1,7,7
322,569,2016,1,7,8
436,731,2016,1,7,9
541,965,2016,1,7,10
403,699,2016,1,7,11
429,825,2016,1,7,12
447,802,2016,1,7,13
588,1013,2016,1,7,14
576,953,2016,1,7,15
437,780,2016,1,7,16
663,1132,2016,1,7,17
603,1035,2016,1,7,18
715,1232,2016,1,7,19
598,1082,2016,1,7,20
706,1184,2016,1,7,21
530,910,2016,1,7,22
511,845,2016,1,7,23
130,229,2016,1,8,0
6,12,2016,1,8,1
2,3,2016,1,8,2
2,2,2016,1,8,3
8,10,2016,1,8,4
8,9,2016,1,8,5
17,34,2016,1,8,6
145,266,2016,1,8,7
267,472,2016,1,8,8
319,561,2016,1,8,9
470,854,2016,1,8,10
387,693,2016,1,8,11
342,654,2016,1,8,12
400,690,2016,1,8,13
478,826,2016,1,8,14
485,891,2016,1,8,15
559,942,2016,1,8,16
511,875,2016,1,8,17
624,1082,2016,1,8,18
562,1001,2016,1,8,19
539,924,2016,1,8,20
563,949,2016,1,8,21
413,696,2016,1,8,22
471,766,2016,1,8,23
59,86,2016,1,9,0
46,93,2016,1,9,1
1,1,2016,1,9,3
4,8,2016,1,9,4
12,35,2016,1,9,5
9,18,2016,1,9,6
19,43,2016,1,9,7
127,213,2016,1,9,8
153,276,2016,1,9,9
373,717,2016,1,9,10
207,335,2016,1,9,11
297,509,2016,1,9,12
297,473,2016,1,9,13
298,461,2016,1,9,14
378,640,2016,1,9,15
333,567,2016,1,9,16
412,727,2016,1,9,17
269,473,2016,1,9,18
274,524,2016,1,9,19
259,468,2016,1,9,20
259,441,2016,1,9,21
270,452,2016,1,9,22
288,484,2016,1,9,23
94,149,2016,1,10,0
13,25,2016,1,10,1
2,4,2016,1,10,3
5,9,2016,1,10,4
4,7,2016,1,10,5
15,37,2016,1,10,6
7,12,2016,1,10,7
90,168,2016,1,10,8
61,101,2016,1,10,9
258,426,2016,1,10,10
292,477,2016,1,10,11
424,765,2016,1,10,12
365,598,2016,1,10,13
564,1004,2016,1,10,14
418,736,2016,1,10,15
418,708,2016,1,10,16
717,1262,2016,1,10,17
762,1340,2016,1,10,18
747,1324,2016,1,10,19
782,1330,2016,1,10,20
843,1402,2016,1,10,21
797,1303,2016,1,10,22
939,1624,2016,1,10,23
507,816,2016,1,11,0
71,123,2016,1,11,1
4,4,2016,1,11,2
1,1,2016,1,11,3
5,5,2016,1,11,4
17,23,2016,1,11,5
18,30,2016,1,11,6
358,563,2016,1,11,7
533,924,2016,1,11,8
729,1257,2016,1,11,9
929,1598,2016,1,11,10
712,1168,2016,1,11,11
539,929,2016,1,11,12
626,1057,2016,1,11,13
578,977,2016,1,11,14
551,899,2016,1,11,15
695,1182,2016,1,11,16
619,1090,2016,1,11,17
656,1119,2016,1,11,18
694,1193,2016,1,11,19
503,847,2016,1,11,20
554,940,2016,1,11,21
502,847,2016,1,11,22
539,964,2016,1,11,23
196,297,2016,1,12,0
60,87,2016,1,12,1
3,5,2016,1,12,2
1,1,2016,1,12,3
11,12,2016,1,12,4
5,5,2016,1,12,5
14,23,2016,1,12,6
254,457,2016,1,12,7
380,657,2016,1,12,8
549,895,2016,1,12,9
651,1135,2016,1,12,10
459,768,2016,1,12,11
631,1066,2016,1,12,12
431,754,2016,1,12,13
567,939,2016,1,12,14
616,1040,2016,1,12,15
524,857,2016,1,12,16
445,750,2016,1,12,17
559,930,2016,1,12,18
693,1222,2016,1,12,19
608,1008,2016,1,12,20
560,925,2016,1,12,21
607,1018,2016,1,12,22
440,700,2016,1,12,23
101,161,2016,1,13,0
2,2,2016,1,13,1
2,2,2016,1,13,3
6,10,2016,1,13,4
12,26,2016,1,13,5
16,31,2016,1,13,6
250,424,2016,1,13,7
338,579,2016,1,13,8
495,875,2016,1,13,9
675,1177,2016,1,13,10
447,738,2016,1,13,11
440,726,2016,1,13,12
525,854,2016,1,13,13
530,879,2016,1,13,14
470,780,2016,1,13,15
554,924,2016,1,13,16
661,1092,2016,1,13,17
740,1218,2016,1,13,18
729,1166,2016,1,13,19
668,1116,2016,1,13,20
656,1073,2016,1,13,21
558,967,2016,1,13,22
472,808,2016,1,13,23
131,205,2016,1,14,0
11,24,2016,1,14,1
1,1,2016,1,14,2
1,1,2016,1,14,3
5,6,2016,1,14,4
9,13,2016,1,14,5
11,13,2016,1,14,6
157,292,2016,1,14,7
356,633,2016,1,14,8
456,796,2016,1,14,9
556,1012,2016,1,14,10
557,958,2016,1,14,11
528,915,2016,1,14,12
435,750,2016,1,14,13
626,1124,2016,1,14,14
624,1127,2016,1,14,15
606,986,2016,1,14,16
634,1071,2016,1,14,17
749,1289,2016,1,14,18
808,1352,2016,1,14,19
789,1385,2016,1,14,20
771,1353,2016,1,14,21
664,1142,2016,1,14,22
724,1183,2016,1,14,23
267,481,2016,1,15,0
17,29,2016,1,15,1
4,4,2016,1,15,2
2,2,2016,1,15,3
5,6,2016,1,15,4
13,14,2016,1,15,5
25,38,2016,1,15,6
138,235,2016,1,15,7
277,482,2016,1,15,8
509,922,2016,1,15,9
547,938,2016,1,15,10
561,967,2016,1,15,11
501,852,2016,1,15,12
476,871,2016,1,15,13
759,1372,2016,1,15,14
672,1154,2016,1,15,15
763,1288,2016,1,15,16
795,1353,2016,1,15,17
827,1410,2016,1,15,18
718,1224,2016,1,15,19
755,1343,2016,1,15,20
660,1174,2016,1,15,21
612,1073,2016,1,15,22
794,1412,2016,1,15,23
219,387,2016,1,16,0
30,46,2016,1,16,1
1,1,2016,1,16,2
2,3,2016,1,16,3
7,7,2016,1,16,4
13,27,2016,1,16,5
12,17,2016,1,16,6
50,90,2016,1,16,7
111,181,2016,1,16,8
283,507,2016,1,16,9
420,745,2016,1,16,10
424,740,2016,1,16,11
366,665,2016,1,16,12
415,734,2016,1,16,13
365,661,2016,1,16,14
434,740,2016,1,16,15
467,777,2016,1,16,16
547,971,2016,1,16,17
355,665,2016,1,16,18
313,566,2016,1,16,19
300,547,2016,1,16,20
266,439,2016,1,16,21
224,387,2016,1,16,22
311,521,2016,1,16,23
152,257,2016,1,17,0
21,27,2016,1,17,1
6,7,2016,1,17,2
3,5,2016,1,17,3
4,5,2016,1,17,4
8,13,2016,1,17,5
11,21,2016,1,17,6
12,15,2016,1,17,7
144,235,2016,1,17,8
187,328,2016,1,17,9
491,831,2016,1,17,10
247,412,2016,1,17,11
439,711,2016,1,17,12
480,885,2016,1,17,13
476,853,2016,1,17,14
585,1043,2016,1,17,15
678,1210,2016,1,17,16
622,1143,2016,1,17,17
620,1068,2016,1,17,18
556,954,2016,1,17,19
665,1115,2016,1,17,20
689,1155,2016,1,17,21
640,1074,2016,1,17,22
604,975,2016,1,17,23
223,337,2016,1,18,0
48,73,2016,1,18,1
1,1,2016,1,18,2
6,7,2016,1,18,3
5,11,2016,1,18,4
14,21,2016,1,18,5
21,38,2016,1,18,6
96,191,2016,1,18,7
338,582,2016,1,18,8
514,866,2016,1,18,9
601,1034,2016,1,18,10
482,847,2016,1,18,11
701,1215,2016,1,18,12
618,1025,2016,1,18,13
732,1254,2016,1,18,14
613,1057,2016,1,18,15
794,1368,2016,1,18,16
786,1366,2016,1,18,17
786,1298,2016,1,18,18
745,1267,2016,1,18,19
781,1379,2016,1,18,20
856,1484,2016,1,18,21
906,1595,2016,1,18,22
1159,1945,2016,1,18,23
661,1146,2016,1,19,0
69,119,2016,1,19,1
1,1,2016,1,19,2
7,11,2016,1,19,4
10,17,2016,1,19,5
15,27,2016,1,19,6
389,636,2016,1,19,7
578,960,2016,1,19,8
819,1393,2016,1,19,9
929,1660,2016,1,19,10
711,1229,2016,1,19,11
553,949,2016,1,19,12
457,831,2016,1,19,13
658,1150,2016,1,19,14
487,848,2016,1,19,15
686,1174,2016,1,19,16
607,1029,2016,1,19,17
719,1224,2016,1,19,18
588,1030,2016,1,19,19
701,1182,2016,1,19,20
588,951,2016,1,19,21
674,1118,2016,1,19,22
802,1368,2016,1,19,23
485,794,2016,1,20,0
11,19,2016,1,20,1
3,3,2016,1,20,2
3,3,2016,1,20,4
8,8,2016,1,20,5
40,88,2016,1,20,6
272,430,2016,1,20,7
415,751,2016,1,20,8
561,933,2016,1,20,9
668,1180,2016,1,20,10
604,1105,2016,1,20,11
486,805,2016,1,20,12
431,724,2016,1,20,13
516,909,2016,1,20,14
553,990,2016,1,20,15
638,1097,2016,1,20,16
580,941,2016,1,20,17
609,996,2016,1,20,18
675,1152,2016,1,20,19
602,1058,2016,1,20,20
651,1047,2016,1,20,21
616,1016,2016,1,20,22
604,1028,2016,1,20,23
82,140,2016,1,21,0
2,2,2016,1,21,1
2,6,2016,1,21,2
1,1,2016,1,21,3
3,8,2016,1,21,4
15,24,2016,1,21,5
13,16,2016,1,21,6
189,308,2016,1,21,7
351,588,2016,1,21,8
452,777,2016,1,21,9
504,882,2016,1,21,10
418,793,2016,1,21,11
568,994,2016,1,21,12
541,955,2016,1,21,13
491,869,2016,1,21,14
556,964,2016,1,21,15
668,1076,2016,1,21,16
722,1209,2016,1,21,17
671,1137,2016,1,21,18
810,1386,2016,1,21,19
771,1360,2016,1,21,20
940,1571,2016,1,21,21
813,1318,2016,1,21,22
650,1088,2016,1,21,23
315,466,2016,1,22,0
9,16,2016,1,22,1
3,7,2016,1,22,2
7,7,2016,1,22,3
11,28,2016,1,22,4
9,14,2016,1,22,5
20,40,2016,1,22,6
119,210,2016,1,22,7
304,515,2016,1,22,8
370,648,2016,1,22,9
469,803,2016,1,22,10
530,903,2016,1,22,11
405,709,2016,1,22,12
514,946,2016,1,22,13
532,904,2016,1,22,14
645,1089,2016,1,22,15
653,1114,2016,1,22,16
697,1226,2016,1,22,17
563,946,2016,1,22,18
651,1155,2016,1,22,19
349,632,2016,1,22,20
215,394,2016,1,22,21
41,93,2016,1,22,22
67,118,2016,1,22,23
28,39,2016,1,23,0
1,1,2016,1,23,1
3,4,2016,1,23,2
1,1,2016,1,23,3
2,2,2016,1,23,4
4,5,2016,1,23,5
2,2,2016,1,23,6
5,8,2016,1,23,8
5,8,2016,1,23,10
2,7,2016,1,23,11
2,2,2016,1,23,12
2,6,2016,1,23,13
1,1,2016,1,23,14
5,13,2016,1,24,7
6,9,2016,1,24,8
17,22,2016,1,24,9
13,26,2016,1,24,10
20,37,2016,1,24,11
26,52,2016,1,24,12
29,49,2016,1,24,13
132,208,2016,1,24,14
188,328,2016,1,24,15
152,280,2016,1,24,16
213,403,2016,1,24,17
207,358,2016,1,24,18
260,462,2016,1,24,19
219,403,2016,1,24,20
370,610,2016,1,24,21
337,564,2016,1,24,22
365,618,2016,1,24,23
221,369,2016,1,25,0
146,259,2016,1,25,1
65,112,2016,1,25,2
3,4,2016,1,25,3
6,10,2016,1,25,4
38,64,2016,1,25,5
49,95,2016,1,25,6
215,343,2016,1,25,7
371,630,2016,1,25,8
663,1046,2016,1,25,9
627,1068,2016,1,25,10
526,850,2016,1,25,11
439,778,2016,1,25,12
457,825,2016,1,25,13
530,880,2016,1,25,14
527,869,2016,1,25,15
519,903,2016,1,25,16
467,768,2016,1,25,17
386,697,2016,1,25,18
365,609,2016,1,25,19
362,604,2016,1,25,20
344,638,2016,1,25,21
449,781,2016,1,25,22
633,1065,2016,1,25,23
647,1136,2016,1,26,0
225,356,2016,1,26,1
7,9,2016,1,26,2
2,2,2016,1,26,3
6,10,2016,1,26,4
25,34,2016,1,26,5
35,42,2016,1,26,6
299,518,2016,1,26,7
719,1229,2016,1,26,8
693,1221,2016,1,26,9
748,1244,2016,1,26,10
693,1197,2016,1,26,11
670,1176,2016,1,26,12
621,1054,2016,1,26,13
666,1101,2016,1,26,14
585,964,2016,1,26,15
663,1105,2016,1,26,16
713,1236,2016,1,26,17
696,1170,2016,1,26,18
624,1106,2016,1,26,19
670,1107,2016,1,26,20
664,1133,2016,1,26,21
663,1072,2016,1,26,22
575,959,2016,1,26,23
187,290,2016,1,27,0
2,2,2016,1,27,1
1,1,2016,1,27,2
2,2,2016,1,27,3
3,3,2016,1,27,4
12,13,2016,1,27,5
47,78,2016,1,27,6
249,406,2016,1,27,7
410,706,2016,1,27,8
505,822,2016,1,27,9
554,987,2016,1,27,10
561,946,2016,1,27,11
464,784,2016,1,27,12
462,772,2016,1,27,13
535,852,2016,1,27,14
563,926,2016,1,27,15
647,1026,2016,1,27,16
563,942,2016,1,27,17
606,1013,2016,1,27,18
631,1104,2016,1,27,19
620,1149,2016,1,27,20
659,1144,2016,1,27,21
582,951,2016,1,27,22
472,830,2016,1,27,23
121,234,2016,1,28,0
5,5,2016,1,28,1
3,7,2016,1,28,4
16,30,2016,1,28,5
17,25,2016,1,28,6
190,323,2016,1,28,7
314,508,2016,1,28,8
517,865,2016,1,28,9
693,1162,2016,1,28,10
480,778,2016,1,28,11
462,810,2016,1,28,12
440,743,2016,1,28,13
640,1119,2016,1,28,14
620,993,2016,1,28,15
551,912,2016,1,28,16
671,1107,2016,1,28,17
722,1269,2016,1,28,18
763,1346,2016,1,28,19
730,1268,2016,1,28,20
783,1320,2016,1,28,21
659,1138,2016,1,28,22
703,1260,2016,1,28,23
174,269,2016,1,29,0
7,20,2016,1,29,1
3,3,2016,1,29,4
13,17,2016,1,29,5
17,41,2016,1,29,6
112,176,2016,1,29,7
301,499,2016,1,29,8
411,704,2016,1,29,9
463,893,2016,1,29,10
543,1015,2016,1,29,11
479,851,2016,1,29,12
496,846,2016,1,29,13
546,941,2016,1,29,14
563,944,2016,1,29,15
568,943,2016,1,29,16
546,949,2016,1,29,17
612,1011,2016,1,29,18
579,973,2016,1,29,19
598,1026,2016,1,29,20
666,1148,2016,1,29,21
703,1184,2016,1,29,22
549,967,2016,1,29,23
413,756,2016,1,30,0
67,121,2016,1,30,1
9,11,2016,1,30,2
1,1,2016,1,30,3
3,8,2016,1,30,4
5,6,2016,1,30,5
6,12,2016,1,30,6
35,59,2016,1,30,7
117,199,2016,1,30,8
177,280,2016,1,30,9
474,883,2016,1,30,10
250,477,2016,1,30,11
228,404,2016,1,30,12
358,608,2016,1,30,13
345,608,2016,1,30,14
317,564,2016,1,30,15
347,561,2016,1,30,16
353,588,2016,1,30,17
203,348,2016,1,30,18
239,404,2016,1,30,19
152,267,2016,1,30,20
306,536,2016,1,30,21
207,364,2016,1,30,22
236,466,2016,1,30,23
98,144,2016,1,31,0
1,1,2016,1,31,1
2,2,2016,1,31,3
3,5,2016,1,31,4
6,7,2016,1,31,5
4,8,2016,1,31,6
35,52,2016,1,31,7
121,213,2016,1,31,8
195,317,2016,1,31,9
337,553,2016,1,31,10
285,454,2016,1,31,11
494,878,2016,1,31,12
304,558,2016,1,31,13
558,975,2016,1,31,14
608,1069,2016,1,31,15
722,1213,2016,1,31,16
730,1237,2016,1,31,17
775,1336,2016,1,31,18
808,1379,2016,1,31,19
724,1224,2016,1,31,20
823,1398,2016,1,31,21
727,1219,2016,1,31,22
888,1513,2016,1,31,23
344,575,2016,2,1,0
58,104,2016,2,1,1
2,3,2016,2,1,2
1,1,2016,2,1,3
4,9,2016,2,1,5
44,74,2016,2,1,6
325,556,2016,2,1,7
593,940,2016,2,1,8
873,1434,2016,2,1,9
834,1459,2016,2,1,10
764,1301,2016,2,1,11
705,1267,2016,2,1,12
527,910,2016,2,1,13
665,1177,2016,2,1,14
656,1083,2016,2,1,15
620,1030,2016,2,1,16
634,1129,2016,2,1,17
667,1168,2016,2,1,18
667,1110,2016,2,1,19
728,1197,2016,2,1,20
730,1256,2016,2,1,21
528,928,2016,2,1,22
449,737,2016,2,1,23
39,55,2016,2,2,0
39,58,2016,2,2,1
1,1,2016,2,2,4
6,8,2016,2,2,5
30,36,2016,2,2,6
310,551,2016,2,2,7
482,807,2016,2,2,8
558,943,2016,2,2,9
810,1420,2016,2,2,10
530,886,2016,2,2,11
343,615,2016,2,2,12
479,820,2016,2,2,13
584,1035,2016,2,2,14
542,970,2016,2,2,15
457,750,2016,2,2,16
536,890,2016,2,2,17
535,914,2016,2,2,18
636,1103,2016,2,2,19
641,1016,2016,2,2,20
571,901,2016,2,2,21
478,829,2016,2,2,22
307,533,2016,2,2,23
224,394,2016,2,3,0
26,34,2016,2,3,1
1,3,2016,2,3,2
4,4,2016,2,3,4
8,8,2016,2,3,5
44,62,2016,2,3,6
261,431,2016,2,3,7
307,507,2016,2,3,8
439,723,2016,2,3,9
557,965,2016,2,3,10
590,1040,2016,2,3,11
375,628,2016,2,3,12
384,694,2016,2,3,13
383,645,2016,2,3,14
387,689,2016,2,3,15
439,680,2016,2,3,16
472,776,2016,2,3,17
566,943,2016,2,3,18
534,980,2016,2,3,19
538,893,2016,2,3,20
458,791,2016,2,3,21
528,859,2016,2,3,22
574,957,2016,2,3,23
668,1120,2016,2,4,0
49,85,2016,2,4,1
1,1,2016,2,4,2
2,4,2016,2,4,4
14,26,2016,2,4,5
23,44,2016,2,4,6
227,369,2016,2,4,7
290,527,2016,2,4,8
457,797,2016,2,4,9
498,835,2016,2,4,10
484,827,2016,2,4,11
337,607,2016,2,4,12
456,831,2016,2,4,13
540,954,2016,2,4,14
507,865,2016,2,4,15
553,885,2016,2,4,16
605,1028,2016,2,4,17
617,1035,2016,2,4,18
743,1272,2016,2,4,19
688,1082,2016,2,4,20
817,1353,2016,2,4,21
624,1047,2016,2,4,22
702,1167,2016,2,4,23
43,67,2016,2,5,0
3,5,2016,2,5,1
2,2,2016,2,5,2
1,1,2016,2,5,3
10,13,2016,2,5,4
10,15,2016,2,5,5
16,16,2016,2,5,6
39,62,2016,2,5,7
134,211,2016,2,5,8
181,296,2016,2,5,9
157,252,2016,2,5,10
243,378,2016,2,5,11
366,671,2016,2,5,12
465,856,2016,2,5,13
526,981,2016,2,5,14
461,814,2016,2,5,15
578,982,2016,2,5,16
715,1182,2016,2,5,17
670,1205,2016,2,5,18
713,1266,2016,2,5,19
740,1304,2016,2,5,20
677,1121,2016,2,5,21
460,763,2016,2,5,22
624,998,2016,2,5,23
117,199,2016,2,6,0
11,17,2016,2,6,1
3,3,2016,2,6,2
2,3,2016,2,6,3
5,5,2016,2,6,4
4,5,2016,2,6,5
10,15,2016,2,6,6
39,76,2016,2,6,7
93,159,2016,2,6,8
166,311,2016,2,6,9
319,545,2016,2,6,10
208,341,2016,2,6,11
290,481,2016,2,6,12
266,449,2016,2,6,13
293,537,2016,2,6,14
312,549,2016,2,6,15
261,430,2016,2,6,16
376,620,2016,2,6,17
197,344,2016,2,6,18
255,435,2016,2,6,19
138,212,2016,2,6,20
282,495,2016,2,6,21
159,272,2016,2,6,22
232,410,2016,2,6,23
29,45,2016,2,7,0
31,67,2016,2,7,1
4,5,2016,2,7,2
1,1,2016,2,7,3
5,6,2016,2,7,4
4,9,2016,2,7,5
10,14,2016,2,7,6
22,30,2016,2,7,7
110,181,2016,2,7,8
88,146,2016,2,7,9
365,613,2016,2,7,10
191,298,2016,2,7,11
284,468,2016,2,7,12
411,717,2016,2,7,13
